"","WARD","COUNTY","STATUS","TYPE"
"27747","MAKUTANO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27748","MAKUTANO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27749","MAKUTANO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27750","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27751","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27752","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27753","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27754","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27755","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27756","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27757","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27758","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27759","MOTOSIET","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27760","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27761","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27762","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27763","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27764","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27765","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27766","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27767","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27768","MAKUTANO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27769","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27770","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27771","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27772","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27773","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27774","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27775","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27776","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27777","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27778","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27779","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27780","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27781","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27782","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27783","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27784","CHERANGANY/SUWERWA","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27788","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27789","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27790","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27791","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27792","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27793","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27794","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27795","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27796","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27797","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27798","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27799","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27800","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27801","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27802","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27803","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27804","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27805","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27806","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27807","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27808","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27809","SIRENDE","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27814","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27815","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27816","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27817","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27818","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27819","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27820","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27821","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27822","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27823","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27824","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27825","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27826","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27827","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27828","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27829","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27830","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27831","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27832","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27833","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27834","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27835","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27836","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27837","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27838","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27839","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27840","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27841","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27842","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27843","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27844","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27845","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27846","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27847","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27848","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27849","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27850","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27851","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27852","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27853","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27854","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27855","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27856","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27857","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27858","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27859","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27860","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27861","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27862","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27863","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27864","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27865","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27866","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27867","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27868","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27869","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27870","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27871","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27872","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27873","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27874","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27875","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27876","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27877","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27878","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27879","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27880","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27881","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27882","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27883","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27884","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27885","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27886","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27887","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27888","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27889","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27890","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27891","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27892","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27893","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27894","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27895","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27896","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27897","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27898","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27899","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27900","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27901","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27902","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27903","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27904","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27905","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27906","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27907","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27908","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27909","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27910","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27911","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27912","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27913","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27914","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27915","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27916","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27917","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27918","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27919","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27920","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27921","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27922","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27923","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27924","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27925","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27926","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27927","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27928","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27929","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27930","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27931","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27932","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27933","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27934","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27935","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27936","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27937","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27938","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27939","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27940","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27941","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27942","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27943","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27944","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27945","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27946","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27947","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27948","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27949","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27950","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27951","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27952","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27953","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27954","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27955","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27956","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27957","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27958","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27959","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27960","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27961","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27962","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27963","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27964","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27965","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27966","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27967","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27968","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27969","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27970","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27971","KEIYO","TRANS NZOIA COUNTY","ELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27972","KEIYO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27973","KEIYO","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","HEALTH CENTRES"
"27974","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27975","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","SEC SCHOOLS/POLY"
"27976","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27977","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27978","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27979","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27980","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
"27981","KAPKURES","TRANS NZOIA COUNTY","UNELECTRIFIED PUBLIC FACILITIES","TRADING CENTRES"
